x	y
175.63364	223.08157
165.21859	203.25697
178.97774	215.71782
155.38378	222.29829
205.22942	216.41802
180.76412	229.06642
193.38013	227.08812
202.92109	242.68965
229.95722	210.75387
193.84164	160.08252
176.14138	143.24986
190.72983	142.29415
191.92678	169.40272
208.73727	164.68489
218.74561	204.84509
263.99519	189.44792
287.5315	214.32508
322.37108	207.4097
322.31734	177.94882
344.64777	190.84113
615.2012	-409.46882
585.47993	-430.50161
583.33738	-426.19292
605.54589	-423.82447
594.75833	-426.38287
561.15687	-419.98045
560.88817	-432.71924
567.31734	-442.22268
561.36734	-417.86281
553.45547	-425.68374
535.38049	-463.20237
529.27835	-455.81178
527.61667	-461.95641
507.79501	-426.28929
537.9076	-424.86845
496.68196	-430.31743
522.72673	-452.69063
496.94222	-450.57756
462.70479	-413.43318
468.10342	-416.98943
477.88973	-443.63777
472.98481	-437.46782
424.50947	-411.46073
414.97715	-407.42704
420.428	-399.74238
409.884	-406.56866
419.47709	-389.24931
398.4433	-395.56661
390.10257	-396.11811
375.61365	-400.76912
369.6194	-385.26742
372.22896	-360.24155
361.17862	-397.68292
369.05167	-369.49215
336.49688	-381.72555
326.17619	-371.77488
333.45732	-359.11341
345.41746	-343.16883
299.50425	-356.32817
325.51468	-348.73599
301.76253	-326.96066
310.36485	-326.18083
268.2835	-322.07048
261.41584	-315.49297
262.85648	-320.56245
245.55529	-308.30923
267.44313	-289.05342
248.12545	-261.94286
233.97165	-266.33473
224.74126	-252.57233
215.80321	-240.79153
187.5657	-214.18118
179.81074	-241.02187
159.63356	-240.05998
149.07788	-194.15372
115.52244	-185.36255
146.55476	-209.32052
128.42179	-161.93799
122.72451	-161.10348
90.466183	-156.45028
80.275026	-128.51112
86.265975	-128.87346
78.439467	-148.57616
41.010551	-115.1305
59.622048	-134.14051
37.445174	-90.06593
32.355795	-120.58705
32.170836	-112.08698
11.480827	-107.62815
13.160415	-90.512962
25.024347	-90.983073
-12.232472	-94.96428
0.86481016	-104.00281
-24.853201	-99.39411
-11.551101	-92.991154
-23.53493	-91.72135
-55.915156	-78.72273
-34.27236	-95.605431
-34.850076	-70.65423
44.72472	-107.25367
53.986553	-131.53049
88.094578	-124.60837
107.11589	-125.64637
114.00216	-139.83126
175.15151	-148.49021
227.98768	-165.6747
217.17665	-164.266
232.76396	-153.98876
272.43179	-181.00941
284.04644	-167.53988
292.59742	-172.82233
283.921	-149.83557
276.23011	-151.63521
291.38526	-159.18532
267.29827	-160.14305
293.24036	-149.86658
270.72703	-151.57202
265.91341	-146.52979
274.12335	-146.9225
256.5401	-162.19952
274.06855	-208.23298
245.29564	-191.16133
262.89182	-233.36115
260.60049	-179.77871
280.52466	-152.75158
270.91675	-164.60195
310.54889	-116.06332
319.88011	-139.45362
320.76394	-129.50928
356.18118	-121.78128
380.41996	-79.26584
419.79702	-62.197485
423.6315	-78.68914
417.4031	-84.077534
408.75637	-87.390761
401.66539	-68.896413
364.69732	-61.666903
270.21197	-103.44076
267.02376	-93.404277
215.22575	-87.108318
215.8034	-106.5658
223.16071	-105.14919
176.2235	-115.0711
178.31146	-101.04401
178.86955	-107.75873
146.97938	-96.927805
169.02919	-109.22065
148.36654	-111.46974
114.68079	-92.993748
123.94459	-113.42556
74.986112	-70.316351
82.901585	-69.499535
100.37789	-64.484682
87.096122	-85.354854
83.717535	-56.779806
61.440422	-71.295366
60.470853	-56.891737
48.879905	-44.039704
37.549872	-37.043194
43.837013	-48.159285
282.41177	-86.615423
315.96174	-159.6667
283.34755	-122.06618
272.82095	-210.79054
339.69321	-234.61382
282.74893	-209.90743
313.01138	-234.41599
261.20386	-306.70757
181.28799	-289.99137
183.94645	-208.40082
136.09348	-238.25058
155.8364	-187.66293
124.90308	-109.51301
133.74865	-121.73599
85.302391	-128.09735
85.819274	-86.740941
21.531391	-36.012763
33.673458	-49.830308
67.829517	-104.32316
238.71066	-144.16579
195.62461	-131.76082
229.93199	-117.41907
239.8778	-30.65531
22.460799	5.5695332
9.293268	54.306014
36.095685	-40.553197
20.667077	62.191957
-37.143209	21.379252
-16.613815	67.44709
15.670381	146.05558
-16.650638	141.93787
72.637281	130.88533
3.572519	121.621
26.137009	172.76521
-26.264895	263.13394
39.10014	257.44701
19.033383	320.76798
51.546655	367.06572
83.188065	369.46008
28.286805	384.26823
64.43024	379.34325
-39.088129	434.74439
-53.668268	389.56182
144.83707	316.96391
220.62377	313.50652
311.86615	372.80299
348.30971	373.24823
268.74563	331.14284
379.55968	359.74417
292.20286	368.9964
243.81238	384.13491
291.08852	469.77489
247.0018	391.44235
291.31277	317.58078
388.08826	192.175
426.05299	206.92888
394.01826	250.17256
311.07092	259.46857
322.6082	317.26381
378.19851	368.47253
302.89733	326.45205
396.63596	377.23341
315.92919	315.97775
452.3302	238.04808
552.49714	43.378679
564.46818	98.854207
583.74975	110.6371
602.81517	122.25725
532.66302	297.06008
401.70104	378.1423
418.88304	454.9168
480.32799	377.90881
567.54142	41.850638
551.28744	52.45025
509.08852	119.60645
528.43908	235.46418
522.47051	226.69056
410.25459	272.34509
421.06059	374.28716
443.69114	335.88082
469.67009	70.301657
449.58395	105.14194
390.8469	172.04294
411.26162	152.4324
403.08006	212.29495
425.79775	266.94478
391.28353	231.78535
407.52068	262.46232
499.60809	272.10337
436.72303	381.82919
505.89162	314.62137
