x	y
483.25356	347.44016
592.1725	490.19573
576.90282	406.72969
613.88671	432.75696
607.76876	487.93205
660.30832	511.65591
571.07793	513.92133
643.42864	478.36101
665.06141	439.85728
662.47435	533.51581
783.08302	524.67806
764.69132	457.94919
687.6895	518.6016
773.73231	476.07433
745.233	484.87707
809.45812	444.12282
816.55257	419.25173
780.94063	484.67767
867.34743	459.28426
839.59615	457.13906
879.7384	535.04556
925.75111	521.02127
1003.021	511.58489
988.58789	466.13097
1000.7239	486.9238
1005.1753	470.08724
1078.7675	490.63134
1046.4617	487.99154
1108.5408	507.84759
1142.7135	481.1575
1174.3575	494.93652
1198.1276	543.13128
1189.5149	540.77411
1480.122	-26.183712
1535.7199	-19.894319
1469.9369	79.371156
1451.4218	134.6463
1488.5322	238.94103
1469.0338	264.01529
1388.9661	291.90571
1370.9997	273.18535
1401.6913	338.70627
1395.8645	268.61233
1498.3774	273.44956
1487.0112	139.69503
1554.7156	148.34345
1507.9388	122.41481
1471.1277	94.11014
1426.1423	144.96194
826.11348	259.8987
829.82868	262.71753
833.16609	261.31445
841.42689	257.45826
841.97763	250.41055
844.58484	258.90699
849.28462	246.16923
855.49954	244.66616
861.32592	242.27162
867.69777	253.18255
887.49834	238.36009
880.38469	234.03992
894.29794	237.23425
899.41433	247.17229
906.37987	226.23965
910.70718	219.53572
897.25832	223.18888
907.86784	235.23936
926.71071	228.51129
922.68262	219.1983
928.39408	224.67531
932.30361	197.49517
936.76205	194.89699
948.25885	193.42544
960.52664	199.54541
950.42904	190.77416
947.87061	191.48456
962.69858	171.07246
970.7106	177.46483
957.59291	166.04941
966.19888	161.51904
979.15255	171.79788
973.96635	157.6777
977.47434	191.16911
977.84389	196.16467
981.13875	200.18843
978.70624	208.14895
990.77064	203.31279
1004.4795	228.5526
1000.4871	226.74642
1022.3449	213.03684
1006.9731	216.68383
1026.4078	233.5071
1031.2136	229.34397
1048.8624	261.61207
1038.536	243.67065
1052.7684	255.01567
1059.2774	262.76492
1076.4089	255.25544
1067.4193	267.50987
1079.0966	261.42935
1071.3543	271.59852
1068.3134	241.88958
1068.7898	261.92864
1065.4623	233.67099
1051.1888	218.26555
1048.4438	218.77098
1034.0179	218.10582
1010.5823	179.27355
975.54234	170.35103
961.83098	167.33149
959.63658	161.9044
949.92038	194.83637
958.08353	204.07214
960.26928	233.46166
957.28441	232.63511
933.7586	251.23652
890.2741	243.96822
877.35738	256.04786
844.38178	257.95421
840.9556	249.52044
842.59393	238.97009
894.62058	264.48046
934.25888	262.66369
986.15643	259.8926
979.79328	259.75991
1023.9556	270.35386
1011.6668	269.64145
986.88313	276.27453
968.97435	277.69943
926.39102	274.75215
899.19658	276.29021
894.82881	269.44086
871.11094	261.40721
875.76323	262.17047
888.42344	274.10875
975.22254	290.99005
976.4391	276.74574
967.65121	284.1744
640.62502	162.89233
659.73318	152.41069
656.02493	177.61165
658.22914	191.06081
670.66439	187.83137
681.13725	228.40889
685.18186	210.32024
702.85424	236.47952
709.90757	221.45934
719.16268	252.32865
725.07699	237.39775
722.77702	250.33617
718.8711	271.20486
728.22258	246.4013
752.70837	250.61242
761.12864	251.06691
752.07935	269.36056
764.18361	282.27152
777.60193	269.38375
1529.5559	46.046681
1548.2798	31.653096
1511.4619	59.541529
1510.6025	86.987238
1505.5423	114.88328
1512.8017	104.01393
1502.0533	41.647575
1511.038	56.217516
1495.6137	23.962471
1516.9709	35.184275
1530.7662	34.918244
1525.5544	9.7348857
1535.6405	19.046904
1528.7891	5.1598772
1536.4924	0.40172295
1551.9622	-17.7315
1534.3452	-17.729409
1556.1338	-24.651914
1534.2841	-46.334056
1530.083	-39.324957
1560.794	-49.736195
1538.6109	-63.09664
1568.4666	-67.466714
1567.6072	-75.037164
1563.35	200.89592
1542.7736	290.09777
1525.5068	339.11798
1529.3239	369.90721
1529.1958	378.95958
1524.3776	532.25448
1558.0888	531.1829
1534.1443	545.00692
1553.0662	515.36166
1545.7247	491.6405
1539.9551	460.55949
1530.2763	442.37149
1526.0389	436.94918
1496.4669	425.99872
1476.7573	424.45399
1459.8968	401.2996
1462.7513	420.48996
1441.9495	363.85146
1437.0456	382.02038
1415.2919	379.61762
1373.3988	380.54256
1256.2393	443.17584
1245.3118	455.17583
1213.2439	465.11796
1169.5444	480.63889
1166.8922	481.90188
1142.5708	505.50516
1111.6662	484.53402
1098.5361	515.10812
1073.6488	494.08839
1053.6674	487.64855
1036.5319	485.97593
1055.1397	478.85385
1034.1082	488.17674
1027.1958	470.56895
943.15856	460.51349
955.38028	423.05158
944.09672	421.9692
946.32111	462.45565
955.66069	436.89275
924.46731	460.00956
880.195	436.27157
835.89107	408.00744
857.69214	439.87436
826.93184	417.10433
789.6959	385.33639
807.25321	426.20786
789.93021	420.33699
780.51041	385.22447
761.62021	391.56208
718.21133	379.22166
725.96471	397.65043
723.75931	391.46784
731.92342	404.40608
737.66031	402.80711
734.802	413.15919
746.85779	413.46596
754.50022	403.93882
774.52479	415.74288
776.74388	411.91577
780.1771	422.57947
791.71961	409.40769
817.28466	427.32581
855.66482	423.83975
864.49677	423.2559
879.38949	427.58793
871.91891	429.15143
874.11582	444.73757
894.41226	424.33048
882.40544	443.69174
883.98558	437.7072
890.25742	433.55665
916.7105	434.1172
911.78187	437.19389
917.82584	434.68557
905.31483	429.18597
895.41096	439.29773
900.92285	442.72007
909.94013	431.31034
930.3552	451.66576
940.56458	451.2608
958.0159	442.70361
963.14982	444.33473
976.33449	457.75948
981.79058	464.61451
998.03165	448.47549
1008.1661	465.42902
1019.8774	452.87399
1023.2482	463.00912
1036.9276	452.58283
1132.4399	468.89621
1128.8166	464.46953
1134.5082	470.44415
1124.8503	453.45499
1117.968	473.36367
1112.3432	470.8541
1100.2452	449.99311
1092.9491	456.58678
1073.0722	464.30153
1075.4935	456.18481
1055.8286	452.75906
985.20122	449.93816
980.75847	443.14195
956.3409	453.57921
776.28248	456.03968
776.19379	463.06412
790.22951	472.11606
809.91698	468.59804
837.93976	478.2644
860.13478	484.49239
884.47211	472.12245
879.34327	488.72397
884.17591	479.00082
889.37981	474.23379
907.71985	489.02579
911.95302	494.53407
923.09232	485.18628
932.26521	484.97931
932.08563	487.60111
941.4786	487.55432
947.61392	491.28014
556.15617	118.27931
538.71109	96.449146
552.68641	120.85902
494.29277	96.335829
505.61633	81.309881
493.96224	111.0836
504.85517	78.993276
491.57657	91.812404
489.00096	91.189684
457.20346	107.041
454.19156	96.070492
458.15796	119.79484
405.16165	150.12066
355.18238	199.53193
306.66506	221.47463
211.84265	253.72036
246.28161	270.41191
243.64849	269.03396
203.76043	250.16324
210.72957	264.65054
206.18367	272.86651
200.31845	281.1742
164.61085	279.86421
163.17544	275.90024
74.786276	308.3766
63.745093	286.6546
55.751344	273.40764
8.1907809	281.85416
-15.90153	-124.04634
12.42714	-105.17107
7.6003739	-131.56439
10.85969	-96.685646
55.662229	-122.4174
69.981852	-122.97837
56.134266	-158.19287
80.850564	-154.17832
105.05018	-134.81525
120.14207	-167.07816
108.7845	-191.57208
126.58742	-202.2656
112.97873	-259.25189
164.58797	-229.79743
171.94933	-258.87432
177.09089	-286.17838
222.93337	-312.42277
208.14513	-296.68955
247.34168	-303.2466
269.77129	-316.12649
314.70765	-303.60045
290.62994	-347.76498
302.74334	-342.74133
327.7959	-384.11701
391.14175	-372.44168
363.70242	-399.85883
394.72565	-367.3051
426.51127	-386.94535
380.09841	-386.34867
447.08122	-420.6277
446.47615	-410.23512
485.57399	-404.23582
481.95018	-431.7658
530.25666	-426.39468
526.94657	-398.39092
527.96101	-402.05537
513.5112	-441.50446
522.2003	-396.48771
559.7872	-438.16297
590.77392	-414.54714
583.75031	-439.02706
576.3736	-451.64193
626.77512	-396.56428
602.25443	-418.99992
624.82768	-435.53182
652.81339	-408.41814
658.91503	-364.71626
687.14584	-388.82842
702.54701	-356.93331
696.62238	-337.66815
697.80505	-393.56507
706.61035	-361.80702
711.57911	-377.86351
500.2907	-338.28181
469.06349	-360.19176
432.00071	-307.84524
413.87487	-336.72185
377.31809	-303.45171
300.70316	-302.29363
281.8493	-289.66573
293.93042	-272.18249
260.0967	-252.17044
243.00489	-222.03684
271.46991	-205.0759
297.1129	-208.80281
271.56575	-198.71308
301.31136	-163.6533
293.37223	-168.19872
298.17986	-172.66959
331.67938	-140.105
334.75911	-164.29998
362.56498	-110.11872
404.80681	-115.96331
368.65146	-128.4155
399.07203	-121.38874
421.87239	-120.00144
394.75858	-118.2622
405.69331	-70.245346
441.06026	-125.45083
453.85385	-106.53179
467.22822	-78.339567
461.81625	-93.520307
495.13483	-58.186097
477.50611	357.77398
470.64664	363.12551
474.26884	365.29768
490.05814	348.24689
492.07503	347.89205
482.03293	339.30023
469.6687	347.55569
479.29888	334.52421
481.58741	333.24114
488.64728	333.17355
499.70263	347.43314
505.46476	361.33835
512.45179	358.20414
509.80045	363.49804
517.44059	346.16008
492.4227	318.00007
488.957	310.40188
510.36466	321.06647
504.10426	314.6757
516.84053	333.59125
525.53538	335.86722
529.01158	320.92489
512.73935	325.56116
508.48545	296.44097
498.05712	276.30665
496.58945	280.10337
500.02116	279.19374
528.12313	277.34889
526.42646	273.71264
519.72627	286.17012
539.10964	279.71885
523.24745	295.80008
520.67355	275.91937
534.7783	277.22246
529.59625	264.22246
533.20955	267.42233
558.4907	261.68883
543.31938	259.64014
555.59432	276.99371
548.27011	272.42313
561.08732	254.37279
554.40115	249.59041
554.18269	248.04818
565.92728	237.18441
569.17802	235.97153
585.0194	239.83652
586.57605	256.29474
587.26716	254.00167
602.36697	260.41021
594.7093	220.9501
603.79917	214.82366
598.48246	223.97957
630.50222	271.76493
631.12211	271.94102
456.43167	318.9021
438.21424	305.95897
450.99124	323.09421
416.81417	329.16123
381.82796	331.46454
394.287	340.50861
390.38959	362.87978
390.10577	387.19038
395.74971	363.29388
373.64343	385.60726
378.11018	372.12176
373.32479	389.96223
369.27291	424.27603
364.76636	420.1745
352.61669	425.06916
362.88776	442.20385
352.37531	458.26356
343.83183	477.89377
358.09573	480.55602
367.00551	475.98433
390.98026	480.26791
422.35733	475.20972
427.67269	455.30274
437.90585	477.6114
435.67096	472.79758
449.96029	497.7992
452.51693	497.81608
440.47502	484.02934
468.80409	485.75506
469.36601	466.7475
462.18944	458.99608
488.26552	467.69824
485.15813	482.87159
487.27407	473.67043
508.79794	495.1335
559.33443	443.61112
566.23217	413.00444
552.86006	420.88857
570.12499	435.77974
545.48509	379.93877
536.93816	367.09726
526.06621	363.71817
518.36552	365.34189
541.52644	387.00736
543.55573	379.74487
540.82717	411.33278
556.52988	435.80054
567.63632	441.82056
604.83117	447.27401
615.74573	480.43611
611.0245	476.77414
609.52683	487.22224
627.19715	503.45087
650.07067	505.43729
634.95452	505.43124
655.03857	501.8931
237.53255	287.56998
241.97432	297.41772
232.53902	298.40323
245.71872	295.36916
253.04766	293.57726
237.07186	310.82405
234.83559	324.10553
236.93903	341.43621
233.94102	340.31905
226.28099	359.14405
225.39501	345.37824
211.99731	341.49944
195.49276	337.90639
199.93403	335.15108
173.73764	337.27334
175.80084	344.13313
177.91699	351.87078
178.17652	353.97754
164.35426	359.17079
159.99725	366.85178
164.08774	365.16875
157.5393	354.3328
169.99424	365.33327
143.02787	373.82835
157.26184	379.03933
137.63059	374.72617
148.10989	394.21786
118.3585	380.5169
136.57702	375.22656
118.1549	367.73692
13.190916	380.85666
3.4196082	385.57508
3.1855655	377.69417
11.733959	380.97039
-16.178329	377.32438
-18.820126	395.27185
-34.795096	410.06744
-39.752631	418.02991
-40.349931	407.2635
-38.46951	426.01905
-43.43093	425.01817
-57.437877	439.54699
-61.492918	449.97815
-41.425795	455.0632
-53.171255	503.82956
-47.560776	509.8407
564.75194	243.90686
559.151	232.27744
562.28605	234.59357
547.87443	210.40838
525.42879	204.64892
502.24226	174.87048
504.02012	180.46821
504.66208	158.14519
508.47829	154.60438
514.21625	164.65387
502.9897	162.37366
497.39452	177.31221
494.70058	173.74968
508.01032	166.03122
491.99528	167.55927
488.77763	184.66008
476.1101	185.05442
453.64497	189.63573
467.17213	193.29554
454.37763	181.88355
446.22697	186.11732
471.84497	187.70866
515.18577	189.28155
517.9495	178.21812
519.31869	172.94384
532.64322	189.05378
538.78348	215.32878
525.82706	208.00086
540.32877	223.67082
549.8511	222.79039
274.3099	177.66825
283.45831	173.87329
276.11008	176.28228
266.4175	174.60204
249.86329	163.53789
249.68282	167.15833
242.14517	149.74922
234.21226	145.50427
225.93761	139.81788
212.93935	139.54123
220.78424	144.65702
218.21138	129.64526
208.07925	129.93644
197.60867	142.96048
206.42318	133.60491
201.29863	128.90762
186.55675	133.40865
190.27579	133.46589
197.74834	139.19918
174.40138	135.27537
181.81277	119.30367
175.32653	134.43577
171.74354	121.57558
156.33627	104.88728
130.4434	102.625
110.31927	84.882873
116.98083	102.7512
115.03095	86.675102
98.432996	75.03607
98.447372	83.712056
67.13968	80.822474
72.67983	68.819356
64.975912	71.255298
62.673419	77.780446
68.097458	72.82612
55.880088	72.898047
66.483745	64.007647
73.050003	73.615032
65.78605	91.186813
69.82144	101.33649
77.51817	113.49692
71.892315	125.01729
73.953125	124.4452
85.265432	124.16624
88.07104	150.6664
95.270257	146.99084
95.317339	149.99203
104.6109	164.84062
103.46608	163.6689
100.89627	174.99287
102.67677	162.44962
94.829339	183.33956
91.227285	181.2512
99.364343	183.29202
114.33144	189.35221
116.57444	200.42337
121.46877	206.74816
105.28636	217.94043
117.08031	222.82466
119.35553	233.99518
118.90812	219.4441
131.30404	228.36455
136.68807	240.1181
133.83592	237.26484
133.11806	233.8335
137.54655	250.54658
145.10113	236.48213
150.5911	252.59597
158.99843	250.94556
165.49246	238.45295
179.8036	244.22869
197.66601	252.65663
190.1754	248.7363
191.29387	237.68571
185.14056	240.60677
151.2378	246.62146
151.38871	236.71598
130.41527	249.55414
108.53052	258.21892
120.49485	260.46503
95.082651	261.37427
83.622508	252.08807
88.584846	261.84542
94.501865	257.00159
59.421159	266.9706
64.461716	257.30875
44.081075	262.18093
58.302363	256.54391
35.328218	263.57463
-18.093967	258.93182
-14.836397	246.68547
-19.756999	241.36704
-31.970385	237.7878
-31.733227	215.78042
-47.030895	194.81133
-33.216494	199.95061
-41.209546	183.68217
-55.379366	179.44492
-52.471388	160.62975
-51.517739	170.34171
-56.22848	150.14734
-43.744558	152.52568
-30.034779	150.1828
-39.529888	155.41205
-38.089778	142.19482
-25.548745	148.04857
-14.944863	141.65405
-10.457638	164.42949
-9.9463941	159.86788
5.9418854	162.10811
20.285401	143.40575
15.858264	151.65555
41.510307	139.29847
46.998679	149.40504
48.71385	132.65168
56.649798	135.71971
64.470468	144.3455
78.246656	143.34925
392.31257	7.6458006
388.45753	6.3182014
387.29335	9.9034077
366.30216	-1.7553335
356.16042	-9.4312584
351.88673	-12.572152
357.67336	-7.8922593
349.09034	-13.526552
352.02649	-7.9765002
345.3177	-16.047869
338.71897	-13.537877
331.49934	-11.520837
328.87368	-15.198837
308.57214	-14.227635
305.7726	-13.21084
311.52004	-19.065456
303.60452	-19.042938
300.3957	-26.440555
297.54143	-24.373305
303.98288	-24.321754
299.54938	-24.029198
297.10541	-51.522875
297.49287	-51.310756
295.26481	-80.010583
297.83796	-81.303492
307.56891	-88.755026
319.60208	-83.353505
318.88486	-84.939881
339.63049	-80.678512
338.5524	-76.152428
375.1412	-75.527598
371.11826	-81.688951
379.495	-75.191656
375.11733	-76.366976
831.75469	-108.99386
830.82123	-105.50272
817.08037	-109.56215
821.34249	-110.60094
811.56252	-117.45569
821.54131	-108.24788
823.26157	-121.71941
809.78312	-108.74326
820.94126	-105.3609
803.47073	-121.23235
808.44141	-129.63355
813.89552	-126.54372
807.2017	-126.50456
811.62497	-143.86665
852.19613	-212.11394
841.53801	-211.36602
855.64755	-209.23436
859.57109	-210.11698
861.59122	-217.29761
877.66673	-214.40131
873.70054	-208.41236
851.97963	-213.44616
837.79339	-224.81682
840.63435	-221.51978
816.04268	-281.65671
806.66339	-278.66507
803.91315	-292.52364
799.33829	-278.36255
784.89099	-283.01978
780.4294	-275.42835
773.1326	-285.24165
758.49436	-279.56552
747.3587	-288.74902
723.95184	-288.18345
722.36854	-284.49458
722.75896	-298.40995
704.98981	-324.47377
696.56691	-316.42072
707.76889	-317.72921
709.88556	-334.46674
712.79209	-338.31658
732.43257	-337.65537
723.78959	-339.15732
737.87977	-346.77204
737.05454	-337.95418
747.09017	-332.42571
676.4047	-403.15187
686.37045	-410.84424
688.48272	-400.31641
680.12141	-414.76129
673.41259	-421.51615
648.86335	-417.24541
644.42415	-422.19322
632.57661	-424.52101
637.81887	-430.37078
624.92827	-423.7512
619.40539	-440.36398
629.09078	-426.36057
610.48214	-444.50746
601.34413	-444.12427
594.02024	-441.25154
576.51209	-449.72712
574.40521	-453.56372
530.34284	-452.35443
533.34266	-446.3118
518.88361	-448.50344
502.98162	-436.19623
508.03922	-449.43788
497.65515	-439.89671
490.61229	-451.59981
479.56766	-440.80638
458.12306	-440.0144
459.15679	-438.78551
432.29288	-447.85228
439.47961	-448.09659
436.43759	-448.19279
422.12623	-442.551
414.54054	-438.83861
388.94405	-413.86731
396.20254	-423.98501
382.02031	-418.98374
352.25631	-397.07459
351.56675	-413.71611
341.14567	-407.49655
331.45316	-400.60129
323.04674	-385.4366
304.45813	-386.82175
289.41668	-374.74765
1015	202.5
1004.2857	189.64285
995.35715	180.35714
981.07144	168.92857
965.7143	175
951.42858	180
946.78572	186.78571
941.42858	198.21428
927.14287	208.21428
911.07144	218.92857
